pmid,Title,node-A,normalized_node_A,edge,normalized_edge,node-B,normalized_node_B,Context,normalized_Context
35381326.0,"Epigenetic activation of RBM15 promotes clear cell renal cell carcinoma growth, metastasis and macrophage infiltration by regulating the m6A modification of CXCL11.",CXCL11,CXCL11,regulate,AFFECTS,Growth,Growth,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
35381326.0,"Epigenetic activation of RBM15 promotes clear cell renal cell carcinoma growth, metastasis and macrophage infiltration by regulating the m6A modification of CXCL11.",CXCL11,CXCL11,regulate,AFFECTS,Metastasis,Neoplasm Metastasis,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
35381326.0,"Epigenetic activation of RBM15 promotes clear cell renal cell carcinoma growth, metastasis and macrophage infiltration by regulating the m6A modification of CXCL11.",CXCL11,CXCL11,regulate,AFFECTS,Macrophage Infiltration,Macrophage Infiltration,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
,,,,,,,,,
35383152.0,The lncRNA MIAT regulates CPT-1a mediated cardiac hypertrophy through m6A RNA methylation reading protein Ythdf2.,MIAT,MIAT,regulate,AFFECTS,CPT-1a,CPT1A,Cardiac Hypertrophy,Cardiac Hypertrophy
35383152.0,The lncRNA MIAT regulates CPT-1a mediated cardiac hypertrophy through m6A RNA methylation reading protein Ythdf2.,CPT-1a,CPT1A,mediate,AFFECTS,Cardiac Hypertrophy,Cardiac Hypertrophy,Cardiac Hypertrophy,Cardiac Hypertrophy
35383152.0,The lncRNA MIAT regulates CPT-1a mediated cardiac hypertrophy through m6A RNA methylation reading protein Ythdf2.,Ythdf2,YTHDF2,bind,INTERACTS_WITH,m6A,m6A,Cardiac Hypertrophy,Cardiac Hypertrophy
,,,,,,,,,
35395767.0,The m6A demethylase ALKBH5 promotes tumor progression by inhibiting RIG-I expression and interferon alpha production through the IKKepsilon/TBK1/IRF3 pathway in head and neck squamous cell carcinoma.,ALKBH5,ALKBH5,promote,STIMULATES,Tumor Progression,Tumor Progression,Head and Neck Squamous Cell Carcinoma,HNSC(Head and Neck Squamous Cell Carcinoma)
35395767.0,The m6A demethylase ALKBH5 promotes tumor progression by inhibiting RIG-I expression and interferon alpha production through the IKKepsilon/TBK1/IRF3 pathway in head and neck squamous cell carcinoma.,ALKBH5,ALKBH5,inhibit,INHIBITS,RIG-I,DDX58,Head and Neck Squamous Cell Carcinoma,HNSC(Head and Neck Squamous Cell Carcinoma)
35395767.0,The m6A demethylase ALKBH5 promotes tumor progression by inhibiting RIG-I expression and interferon alpha production through the IKKepsilon/TBK1/IRF3 pathway in head and neck squamous cell carcinoma.,ALKBH5,ALKBH5,inhibit,INHIBITS,Interferon alpha,Interferon-alpha,Head and Neck Squamous Cell Carcinoma,HNSC(Head and Neck Squamous Cell Carcinoma)
35395767.0,The m6A demethylase ALKBH5 promotes tumor progression by inhibiting RIG-I expression and interferon alpha production through the IKKepsilon/TBK1/IRF3 pathway in head and neck squamous cell carcinoma.,ALKBH5,ALKBH5,regulate,AFFECTS,IKKepsilon/TBK1/IRF3 pathway,IKKepsilon/TBK1/IRF3 pathway,Head and Neck Squamous Cell Carcinoma,HNSC(Head and Neck Squamous Cell Carcinoma)
35395767.0,The m6A demethylase ALKBH5 promotes tumor progression by inhibiting RIG-I expression and interferon alpha production through the IKKepsilon/TBK1/IRF3 pathway in head and neck squamous cell carcinoma.,IKKepsilon/TBK1/IRF3 pathway,IKKepsilon/TBK1/IRF3 pathway,regulate,AFFECTS,RIG-I,DDX58,Head and Neck Squamous Cell Carcinoma,HNSC(Head and Neck Squamous Cell Carcinoma)
35395767.0,The m6A demethylase ALKBH5 promotes tumor progression by inhibiting RIG-I expression and interferon alpha production through the IKKepsilon/TBK1/IRF3 pathway in head and neck squamous cell carcinoma.,IKKepsilon/TBK1/IRF3 pathway,IKKepsilon/TBK1/IRF3 pathway,regulate,AFFECTS,Interferon alpha,Interferon-alpha,Head and Neck Squamous Cell Carcinoma,HNSC(Head and Neck Squamous Cell Carcinoma)
,,,,,,,,,
35396379.0,METTL3 stabilizes HDAC5 mRNA in an m6A-dependent manner to facilitate malignant proliferation of osteosarcoma cells.,METTL3,METTL3,stabilize,MAINTAINS,HDAC5 mRNA,HDAC5,Osteosarcoma Cells,SARC(Sarcoma)
35396379.0,METTL3 stabilizes HDAC5 mRNA in an m6A-dependent manner to facilitate malignant proliferation of osteosarcoma cells.,METTL3,METTL3,regulate,AFFECTS,m6A,m6A,Osteosarcoma Cells,SARC(Sarcoma)
35396379.0,METTL3 stabilizes HDAC5 mRNA in an m6A-dependent manner to facilitate malignant proliferation of osteosarcoma cells.,HDAC5 mRNA,HDAC5,facilitate,AUGMENTS,Malignant Proliferation,Malignant Proliferation,Osteosarcoma Cells,SARC(Sarcoma)
,,,,,,,,,
35397614.0,N6-methyladenosine demethylase FTO suppressed prostate cancer progression by maintaining CLIC4 mRNA stability.,FTO,FTO,suppress,INHIBITS,Prostate Cancer Progression,Prostate Cancer Progression,Prostate Cancer,PRAD(Prostate Adenocarcinoma)
35397614.0,N6-methyladenosine demethylase FTO suppressed prostate cancer progression by maintaining CLIC4 mRNA stability.,FTO,FTO,maintain,MAINTAINS,CLIC4 mRNA,CLIC4,Prostate Cancer,PRAD(Prostate Adenocarcinoma)
35397614.0,N6-methyladenosine demethylase FTO suppressed prostate cancer progression by maintaining CLIC4 mRNA stability.,CLIC4 mRNA,CLIC4,regulate,AFFECTS,Prostate Cancer Progression,Prostate Cancer Progression,Prostate Cancer,PRAD(Prostate Adenocarcinoma)
,,,,,,,,,
35398093.0,Solution structure ensemble of human obesity-associated protein FTO reveals druggable surface pockets at the interface between the N- and C-terminal domain.,FTO,FTO,reveal,reveal,surface pockets,surface pockets,Human obesity-associated protein FTO,Human obesity-associated protein FTO
35398093.0,Solution structure ensemble of human obesity-associated protein FTO reveals druggable surface pockets at the interface between the N- and C-terminal domain.,surface pockets,surface pockets,is at,is at,the interface between the N- and C-terminal domain,the interface between the N- and C-terminal domain,Human obesity-associated protein FTO,Human obesity-associated protein FTO
,,,,,,,,,
35402071.0,m6A-induced repression of SIAH1 facilitates alternative splicing of androgen receptor variant 7 by regulating CPSF1.,m6A,m6A,repress,INHIBITS,SIAH1,SIAH1,Null,Null
35402071.0,m6A-induced repression of SIAH1 facilitates alternative splicing of androgen receptor variant 7 by regulating CPSF1.,SIAH1,SIAH1,facilitate,AUGMENTS,Alternative Splicing,Alternative Splicing,Null,Null
35402071.0,m6A-induced repression of SIAH1 facilitates alternative splicing of androgen receptor variant 7 by regulating CPSF1.,Alternative Splicing,Alternative Splicing,is of,is of,Androgen Receptor Variant 7,Androgen Receptor Variant 7,Null,Null
35402071.0,m6A-induced repression of SIAH1 facilitates alternative splicing of androgen receptor variant 7 by regulating CPSF1.,SIAH1,SIAH1,regulate,AFFECTS,CPSF1,CPSF1,Null,Null
35402071.0,m6A-induced repression of SIAH1 facilitates alternative splicing of androgen receptor variant 7 by regulating CPSF1.,CPSF1,CPSF1,regulate,AFFECTS,Alternative Splicing,Alternative Splicing,Null,Null
,,,,,,,,,
37223505.0,N6-methyladenosine modified LINC00901 promotes pancreatic cancer progression through IGF2BP2/MYC axis.,N6-methyladenosine,m6A,modify,AFFECTS,LINC00901,LINC00901,Pancreatic Cancer,PAAD(Pancreatic Adenocarcinoma)
37223505.0,N6-methyladenosine modified LINC00901 promotes pancreatic cancer progression through IGF2BP2/MYC axis.,LINC00901,LINC00901,promote,STIMULATES,Pancreatic Cancer Progression,Pancreatic Cancer Progression,Pancreatic Cancer,PAAD(Pancreatic Adenocarcinoma)
37223505.0,N6-methyladenosine modified LINC00901 promotes pancreatic cancer progression through IGF2BP2/MYC axis.,LINC00901,LINC00901,regulate,AFFECTS,IGF2BP2/MYC axis,IGF2BP2/MYC axis,Pancreatic Cancer,PAAD(Pancreatic Adenocarcinoma)
37223505.0,N6-methyladenosine modified LINC00901 promotes pancreatic cancer progression through IGF2BP2/MYC axis.,IGF2BP2/MYC axis,IGF2BP2/MYC axis,promote,STIMULATES,Pancreatic Cancer Progression,Pancreatic Cancer Progression,Pancreatic Cancer,PAAD(Pancreatic Adenocarcinoma)
,,,,,,,,,
35246004.0,Emodin relieves the inflammation and pyroptosis of lipopolysaccharide-treated 1321N1 cells by regulating methyltransferase-like 3 -mediated NLR family pyrin domain containing 3 expression.,Emodin,emodin,relieve,relieve,Inflammation,inflammatory response,1321N1 cells,1321N1 cells
35246004.0,Emodin relieves the inflammation and pyroptosis of lipopolysaccharide-treated 1321N1 cells by regulating methyltransferase-like 3 -mediated NLR family pyrin domain containing 3 expression.,Emodin,emodin,relieve,relieve,Pyroptosis,pyroptosis,1321N1 cells,1321N1 cells
35246004.0,Emodin relieves the inflammation and pyroptosis of lipopolysaccharide-treated 1321N1 cells by regulating methyltransferase-like 3 -mediated NLR family pyrin domain containing 3 expression.,Emodin,emodin,regulate,AFFECTS,METTL3,METTL3,1321N1 cells,1321N1 cells
35246004.0,Emodin relieves the inflammation and pyroptosis of lipopolysaccharide-treated 1321N1 cells by regulating methyltransferase-like 3 -mediated NLR family pyrin domain containing 3 expression.,METTL3,METTL3,mediate,AFFECTS,NLRP3,NLRP3,1321N1 cells,1321N1 cells
35246004.0,Emodin relieves the inflammation and pyroptosis of lipopolysaccharide-treated 1321N1 cells by regulating methyltransferase-like 3 -mediated NLR family pyrin domain containing 3 expression.,NLRP3,NLRP3,regulate,AFFECTS,Inflammation,inflammatory response,1321N1 cells,1321N1 cells
35246004.0,Emodin relieves the inflammation and pyroptosis of lipopolysaccharide-treated 1321N1 cells by regulating methyltransferase-like 3 -mediated NLR family pyrin domain containing 3 expression.,NLRP3,NLRP3,regulate,AFFECTS,Pyroptosis,pyroptosis,1321N1 cells,1321N1 cells
,,,,,,,,,
35249103.0,METTL14-mediated N6-methyladenosine modification of Pten mRNA inhibits tumour progression in clear-cell renal cell carcinoma.,METTL14,METTL14,mediate,AFFECTS,N6-methyladenosine modification,m6A,Clear-cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
35249103.0,METTL14-mediated N6-methyladenosine modification of Pten mRNA inhibits tumour progression in clear-cell renal cell carcinoma.,N6-methyladenosine modification,m6A,is on,LOCATES,Pten mRNA,PTEN,Clear-cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
35249103.0,METTL14-mediated N6-methyladenosine modification of Pten mRNA inhibits tumour progression in clear-cell renal cell carcinoma.,Pten mRNA,PTEN,inhibit,INHIBITS,Tumor Progression,Tumor Progression,Clear-cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
,,,,,,,,,
35255992.0,Chronic corticosterone disrupts the circadian rhythm of CRH expression and m6A RNA methylation in the chicken hypothalamus.,Chronic corticosterone,Chronic corticosterone,disrupt,DISRUPTS,circadian rhythm,circadian rhythm,Chicken hypothalamus,Chicken hypothalamus
35255992.0,Chronic corticosterone disrupts the circadian rhythm of CRH expression and m6A RNA methylation in the chicken hypothalamus.,circadian rhythm,circadian rhythm,regulate,AFFECTS,CRH expression,CRH expression,Chicken hypothalamus,Chicken hypothalamus
35255992.0,Chronic corticosterone disrupts the circadian rhythm of CRH expression and m6A RNA methylation in the chicken hypothalamus.,circadian rhythm,circadian rhythm,regulate,AFFECTS,m6A RNA methylation,m6A,Chicken hypothalamus,Chicken hypothalamus
,,,,,,,,,
35256595.0,Reducing N6AMT1-mediated 6mA DNA modification promotes breast tumor progression via transcriptional repressing cell cycle inhibitors.,N6AMT1,N6AMT1,reduce,INHIBITS,6mA DNA modification,6mA DNA modification,Breast Tumor,BRCA(Breast Invasive Carcinoma)
35256595.0,Reducing N6AMT1-mediated 6mA DNA modification promotes breast tumor progression via transcriptional repressing cell cycle inhibitors.,6mA DNA modification,6mA DNA modification,promote,STIMULATES,Tumor Progression,Tumor Progression,Breast Tumor,BRCA(Breast Invasive Carcinoma)
35256595.0,Reducing N6AMT1-mediated 6mA DNA modification promotes breast tumor progression via transcriptional repressing cell cycle inhibitors.,6mA DNA modification,6mA DNA modification,induce,CAUSES,transcriptional repression,transcriptional repression,Breast Tumor,BRCA(Breast Invasive Carcinoma)
35256595.0,Reducing N6AMT1-mediated 6mA DNA modification promotes breast tumor progression via transcriptional repressing cell cycle inhibitors.,transcriptional repression,transcriptional repression,repress,INHIBITS,cell cycle inhibitors,cell cycle inhibitors,Breast Tumor,BRCA(Breast Invasive Carcinoma)
35256595.0,Reducing N6AMT1-mediated 6mA DNA modification promotes breast tumor progression via transcriptional repressing cell cycle inhibitors.,cell cycle inhibitors,cell cycle inhibitors,regulate,AFFECTS,Tumor Progression,Tumor Progression,Breast Tumor,BRCA(Breast Invasive Carcinoma)
,,,,,,,,,
35256950.0,A novel inhibitor of N 6-methyladenosine demethylase FTO induces mRNA methylation and shows anti-cancer activities.,Inhibitor,inhibitor,inhibit,INHIBITS,FTO,FTO,Null,Null
35256950.0,A novel inhibitor of N 6-methyladenosine demethylase FTO induces mRNA methylation and shows anti-cancer activities.,Inhibitor,inhibitor,induce,CAUSES,mRNA methylation,mRNA methylation,Null,Null
35256950.0,A novel inhibitor of N 6-methyladenosine demethylase FTO induces mRNA methylation and shows anti-cancer activities.,Inhibitor,inhibitor,show,show,anti-cancer activities,anti-cancer activities,Null,Null
,,,,,,,,,
35261206.0,m6 A-mediated regulation of PBX1-GCH1 axis promotes gastric cancer proliferation and metastasis by elevating tetrahydrobiopterin levels.,m6A,m6A,regulate,AFFECTS,PBX1-GCH1 axis,PBX1-GCH1 axis,Gastric Cancer,STAD(Stomach adenocarcinoma)
35261206.0,m6 A-mediated regulation of PBX1-GCH1 axis promotes gastric cancer proliferation and metastasis by elevating tetrahydrobiopterin levels.,PBX1-GCH1 axis,PBX1-GCH1 axis,elevate,STIMULATES,Tetrahydrobiopterin,"5,6,7,8-tetrahydrobiopterin",Gastric Cancer,STAD(Stomach adenocarcinoma)
35261206.0,m6 A-mediated regulation of PBX1-GCH1 axis promotes gastric cancer proliferation and metastasis by elevating tetrahydrobiopterin levels.,Tetrahydrobiopterin,"5,6,7,8-tetrahydrobiopterin",promote,STIMULATES,Gastric Cancer Proliferation,Gastric Cancer Proliferation,Gastric Cancer,STAD(Stomach adenocarcinoma)
35261206.0,m6 A-mediated regulation of PBX1-GCH1 axis promotes gastric cancer proliferation and metastasis by elevating tetrahydrobiopterin levels.,Tetrahydrobiopterin,"5,6,7,8-tetrahydrobiopterin",promote,STIMULATES,Metastasis,Neoplasm Metastasis,Gastric Cancer,STAD(Stomach adenocarcinoma)
35261206.0,m6 A-mediated regulation of PBX1-GCH1 axis promotes gastric cancer proliferation and metastasis by elevating tetrahydrobiopterin levels.,PBX1-GCH1 axis,PBX1-GCH1 axis,promote,STIMULATES,Gastric Cancer Proliferation,Gastric Cancer Proliferation,Gastric Cancer,STAD(Stomach adenocarcinoma)
35261206.0,m6 A-mediated regulation of PBX1-GCH1 axis promotes gastric cancer proliferation and metastasis by elevating tetrahydrobiopterin levels.,PBX1-GCH1 axis,PBX1-GCH1 axis,promote,STIMULATES,Metastasis,Neoplasm Metastasis,Gastric Cancer,STAD(Stomach adenocarcinoma)
,,,,,,,,,
35264707.0,LncRNA MAPKAPK5_AS1 facilitates cell proliferation in hepatitis B virus -related hepatocellular carcinoma.,MAPKAPK5_AS1,MAPKAPK5_AS1,facilitate,AUGMENTS,cell proliferation,cell population proliferation,Hepatitis B virus-related Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
35266112.0,rtcisE2F promotes the self-renewal and metastasis of liver tumor-initiating cells via N6-methyladenosine-dependent E2F3/E2F6 mRNA stability.,E2F,E2F,promote,STIMULATES,Self-renewal,Self-Renewal,Liver Tumor-Initiating Cells,LIHC(Liver Hepatocellular Carcinoma)
35266112.0,rtcisE2F promotes the self-renewal and metastasis of liver tumor-initiating cells via N6-methyladenosine-dependent E2F3/E2F6 mRNA stability.,E2F,E2F,promote,STIMULATES,Metastasis,Neoplasm Metastasis,Liver Tumor-Initiating Cells,LIHC(Liver Hepatocellular Carcinoma)
35266112.0,rtcisE2F promotes the self-renewal and metastasis of liver tumor-initiating cells via N6-methyladenosine-dependent E2F3/E2F6 mRNA stability.,E2F,E2F,regulate,AFFECTS,N6-methyladenosine,m6A,Liver Tumor-Initiating Cells,LIHC(Liver Hepatocellular Carcinoma)
35266112.0,rtcisE2F promotes the self-renewal and metastasis of liver tumor-initiating cells via N6-methyladenosine-dependent E2F3/E2F6 mRNA stability.,N6-methyladenosine,m6A,regulate,AFFECTS,E2F3/E2F6 mRNA stability,E2F3/E2F6 mRNA stability,Liver Tumor-Initiating Cells,LIHC(Liver Hepatocellular Carcinoma)
35266112.0,rtcisE2F promotes the self-renewal and metastasis of liver tumor-initiating cells via N6-methyladenosine-dependent E2F3/E2F6 mRNA stability.,E2F3/E2F6 mRNA stability,E2F3/E2F6 mRNA stability,regulate,AFFECTS,Self-renewal,Self-Renewal,Liver Tumor-Initiating Cells,LIHC(Liver Hepatocellular Carcinoma)
35266112.0,rtcisE2F promotes the self-renewal and metastasis of liver tumor-initiating cells via N6-methyladenosine-dependent E2F3/E2F6 mRNA stability.,E2F3/E2F6 mRNA stability,E2F3/E2F6 mRNA stability,regulate,AFFECTS,Metastasis,Neoplasm Metastasis,Liver Tumor-Initiating Cells,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
35273176.0,Fusobacterium nucleatum reduces METTL3-mediated m6A modification and contributes to colorectal cancer metastasis.,Fusobacterium nucleatum,Fusobacterium nucleatum,reduce,INHIBITS,METTL3,METTL3,Colorectal Cancer,COAD(Colon Adenocarcinoma)
35273176.0,Fusobacterium nucleatum reduces METTL3-mediated m6A modification and contributes to colorectal cancer metastasis.,METTL3,METTL3,mediate,AFFECTS,m6A,m6A,Colorectal Cancer,COAD(Colon Adenocarcinoma)
35273176.0,Fusobacterium nucleatum reduces METTL3-mediated m6A modification and contributes to colorectal cancer metastasis.,Fusobacterium nucleatum,Fusobacterium nucleatum,contribute,AFFECTS,metastasis,Neoplasm Metastasis,Colorectal Cancer,COAD(Colon Adenocarcinoma)
35273176.0,Fusobacterium nucleatum reduces METTL3-mediated m6A modification and contributes to colorectal cancer metastasis.,m6A,m6A,regulate,AFFECTS,metastasis,Neoplasm Metastasis,Colorectal Cancer,COAD(Colon Adenocarcinoma)
,,,,,,,,,
35278676.0,PRMT5 regulates RNA m6A demethylation for doxorubicin sensitivity in breast cancer.,PRMT5,PRMT5,regulate,AFFECTS,RNA m6A,m6A,Breast Cancer,BRCA(Breast Invasive Carcinoma)
35278676.0,PRMT5 regulates RNA m6A demethylation for doxorubicin sensitivity in breast cancer.,RNA m6A,m6A,regulate,AFFECTS,doxorubicin sensitivity,doxorubicin sensitivity,Breast Cancer,BRCA(Breast Invasive Carcinoma)
35278676.0,PRMT5 regulates RNA m6A demethylation for doxorubicin sensitivity in breast cancer.,PRMT5,PRMT5,regulate,AFFECTS,doxorubicin sensitivity,doxorubicin sensitivity,Breast Cancer,BRCA(Breast Invasive Carcinoma)
,,,,,,,,,
35279083.0,ALKBH5 promotes lung fibroblast activation and silica-induced pulmonary fibrosis through miR-320a-3p and FOXM1.,ALKBH5,ALKBH5,promote,STIMULATES,Activation,activation,Lung Fibroblast,Lung Fibroblast
