"","pmid","title"
"1198","29502358","METTL3 regulates alternative splicing of MyD88 upon the lipopolysaccharide-induced inflammatory response in human dental pulp cells."
"1199","31637575","TNF-alpha suppresses sweat gland differentiation of MSCs by reducing FTO-mediated m6A-demethylation of Nanog mRNA."
"1200","34335245","Total Flavones of Abelmoschus manihot Ameliorates Podocyte Pyroptosis and Injury in High Glucose Conditions by Targeting METTL3-Dependent m6A Modification-Mediated NLRP3-Inflammasome Activation and PTEN/PI3K/Akt Signaling."
"1201","33911218","Circular RNA circZbtb20 maintains ILC3 homeostasis and function via Alkbh5-dependent m6A demethylation of Nr4a1 mRNA."
"1202","33061938","The m6A Methyltransferase METTL3 Is Functionally Implicated in DLBCL Development by Regulating m6A Modification in PEDF."
"1203","34375639","The m6A methyltransferase METTL3 modifies PGC-1alpha mRNA promoting mitochondrial dysfunction and oxLDL-induced inflammation in monocytes."
"1204","33788967","Role of epigenetic m6A RNA methylation in vascular development: mettl3 regulates vascular development through PHLPP2/mTOR-AKT signaling."
"1205","33420414","METTL3 promotes adriamycin resistance in MCF-7 breast cancer cells by accelerating pri-microRNA-221-3p maturation in a m6A-dependent manner."
"1206","31228940","METTL3 promote tumor proliferation of bladder cancer by accelerating pri-miR221/222 maturation in m6A-dependent manner."
"1207","34476262","METTL3 Intensifies the Progress of Oral Squamous Cell Carcinoma via Modulating the m6A Amount of PRMT5 and PD-L1."
"1208","33414476","METTL14-regulated PI3K/Akt signaling pathway via PTEN affects HDAC5-mediated epithelial-mesenchymal transition of renal tubular cells in diabetic kidney disease."
"1209","32939058","METTL3-mediated maturation of miR-126-5p promotes ovarian cancer progression via PTEN-mediated PI3K/Akt/mTOR pathway."
"1210","33816306","YTHDF1 Aggravates the Progression of Cervical Cancer Through m6A-Mediated Up-Regulation of RANBP2."
"1211","31020615","RBM15 Modulates the Function of Chromatin Remodeling Factor BAF155 Through RNA Methylation in Developing Cortex."
"1212","27590511","Hypoxia-inducible factors regulate pluripotency factor expression by ZNF217- and ALKBH5-mediated modulation of RNA methylation in breast cancer cells."
"1213","30843071","The m6A reader YTHDF1 regulates axon guidance through translational control of Robo3.1 expression."
"1218","29171881","RNA N6-methyladenosine methyltransferase-like 3 promotes liver cancer progression through YTHDF2-dependent posttranscriptional silencing of SOCS2."
"1219","32705223","m6A methyltransferase METTL3 maintains colon cancer tumorigenicity by suppressing SOCS2 to promote cell proliferation."
"1220","31369074","Acute Deletion of METTL14 in beta-cells of adult mice results in glucose intolerance."
"1221","31751468","Dynamic effects of Fto in regulating the proliferation and differentiation of adult neural stem cells of mice."
"1222","31827395","The m6A eraser FTO facilitates proliferation and migration of human cervical cancer cells."
"1223","32805088","The FTO/miR-181b-3p/ARL5B signaling pathway regulates cell migration and invasion in breast cancer."
"1224","29279410","ALKBH5-dependent m6A demethylation controls splicing and stability of long 3'-UTR mRNAs in male germ cells."
"1225","33375621","The m6A RNA Demethylase ALKBH5 Promotes Radioresistance and Invasion Capability of Glioma Stem Cells."
"1226","34048572","Post-translational modification of RNA m6A demethylase ALKBH5 regulates ROS-induced DNA damage response."
"1227","34134995","m6A demethylase ALKBH5 controls CD4+ T cell pathogenicity and promotes autoimmunity."
"1228","34301762","M6A Demethylase ALKBH5 Regulates PD-L1 Expression and Tumor Immunoenvironment in Intrahepatic Cholangiocarcinoma."
"1229","34513291","ALKBH5-mediated m6A mRNA methylation governs human embryonic stem cell cardiac commitment."
"1230","31131257","YTHDF1 Regulates Tumorigenicity and Cancer Stem Cell-Like Activity in Human Colorectal Carcinoma."
"1231","33011193","m6A-YTHDF1-mediated TRIM29 upregulation facilitates the stem cell-like phenotype of cisplatin-resistant ovarian cancer cells."
"1232","33605073","N(6)-methyladenosine-binding protein YTHDF1 suppresses EBV replication and promotes EBV RNA decay."
"1233","28867294","The RNA m6A Reader YTHDF2 Is Essential for the Post-transcriptional Regulation of the Maternal Transcriptome and Oocyte Competence."
"1234","28938096","Gamete On for m6A: YTHDF2 Exerts Essential Functions in Female Fertility."
"1235","30150673","Loss of YTHDF2-mediated m6A-dependent mRNA clearance facilitates hematopoietic stem cell regeneration."
"1236","33156926","The mRNA m6A reader YTHDF2 suppresses proinflammatory pathways and sustains hematopoietic stem cell function."
"1237","34160549","The RNA m6A reader YTHDF2 controls NK cell antitumor and antiviral immunity."
"1238","34200988","PBRM1 Cooperates with YTHDF2 to Control HIF-1alpha Protein Translation."
"1239","29799838","Nuclear m6A reader YTHDC1 regulates alternative polyadenylation and splicing during mouse oocyte development."
"1240","34273466","HNRNPA2B1 regulates tamoxifen- and fulvestrant-sensitivity and hallmarks of endocrine resistance in breast cancer cells."
"1241","30514900","A novel m6A reader Prrc2a controls oligodendroglial specification and myelination."
"1242","33087165","Activation of the KDM5A/miRNA-495/YTHDF2/m6A-MOB3B axis facilitates prostate cancer progression."
"1243","30781903","N6-Methyladenosine Landscape of Glioma Stem-Like Cells: METTL3 Is Essential for the Expression of Actively Transcribed Genes and Sustenance of the Oncogenic Signaling."
"1244","33461172","Dysregulation of USP18/FTO/PYCR1 signaling network promotes bladder cancer development and progression."
"1245","31606241","The RNA m6A methyltransferase METTL3 promotes pancreatic cancer cell proliferation and invasion."
"1246","31916488","METTL3-mediated m6A is required for murine oocyte maturation and maternal-to-zygotic transition."
"1250","32668092","Upregulated METTL3 in nasopharyngeal carcinoma enhances the motility of cancer cells."
"1251","33681207","Deficiency of Mettl3 in Bladder Cancer Stem Cells Inhibits Bladder Cancer Progression and Angiogenesis."
"1252","33842490","Corrigendum: Deficiency of Mettl3 in Bladder Cancer Stem Cells Inhibits Bladder Cancer Progression and Angiogenesis."
"1253","31239444","m6A mRNA demethylase FTO regulates melanoma tumorigenicity and response to anti-PD-1 blockade."
"1254","31677788","ALKBH5-m6A-FOXM1 signaling axis promotes proliferation and invasion of lung adenocarcinoma cells under intermittent hypoxia."
"1255","33150686","Silencing of METTL3 attenuates cardiac fibrosis induced by myocardial infarction via inhibiting the activation of cardiac fibroblasts."
"1256","29423080","Downregulation of N6-methyladenosine binding YTHDF2 protein mediated by miR-493-3p suppresses prostate cancer by elevating N6-methyladenosine levels."
"1257","34199793","Loss of WTAP Impairs Early Parthenogenetic Embryo Development."
"1258","33393595","Omeprazole improves chemosensitivity of gastric cancer cells by m6A demethylase FTO-mediated activation of mTORC1 and DDIT3 upregulation."
"1259","32948220","YTHDF2, a protein repressed by miR-145, regulates proliferation, apoptosis, and migration in ovarian cancer cells."
"1260","33563765","Exosomal Delivery of FTO Confers Gefitinib Resistance to Recipient Cells through ABCC10 Regulation in an m6A-dependent Manner."
"1261","34544413","LINC01605, regulated by the EP300-SMYD2 complex, potentiates the binding between METTL3 and SPTBN2 in colorectal cancer."
"1262","33048840","HBXIP promotes gastric cancer via METTL3-mediated MYC mRNA m6A modification."
"1263","29237556","Ubiquitination Regulates the Proteasomal Degradation and Nuclear Translocation of the Fat Mass and Obesity-Associated (FTO) Protein."
"1264","33966037","WNT/beta-catenin-suppressed FTO expression increases m6A of c-Myc mRNA to promote tumor cell glycolysis and tumorigenesis."
"1265","31438961","WTAP facilitates progression of hepatocellular carcinoma via m6A-HuR-dependent epigenetic silencing of ETS1."
"1266","33819187","WTAP promotes myocardial ischemia/reperfusion injury by increasing endoplasmic reticulum stress via regulating m6A modification of ATF4 mRNA."
"1267","32266933","m6A-dependent upregulation of DRG1 by METTL3 and ELAVL1 promotes growth, migration, and colony formation in osteosarcoma."
"1268","33947842","N6-methyladenosine demethylase FTO impairs hepatic ischemia-reperfusion injury via inhibiting Drp1-mediated mitochondrial fragmentation."
"1269","34076991","The m6A methyltransferase METTL3 promotes the stemness and malignant progression of breast cancer by mediating m6A modification on SOX2."
"1270","34164910","METTL3/N6-methyladenosine/miR-21-5p promotes obstructive renal fibrosis by regulating inflammation through SPRY1/ERK/NF-kappaB pathway activation."
"1271","31365297","The N6-methyladenosine (m6A)-forming enzyme METTL3 facilitates M1 macrophage polarization through the methylation of STAT1 mRNA."
"1272","34450538","Long noncoding RNA SNHG4 remits lipopolysaccharide-engendered inflammatory lung damage by inhibiting METTL3 - Mediated m6A level of STAT2 mRNA."
"1273","34076564","Fat mass and obesity-associated protein (FTO) mediates signal transducer and activator of transcription 3 (STAT3)-drived resistance of breast cancer to doxorubicin."
"1274","34562008","METTL3-Induced miR-222-3p Upregulation Inhibits STK4 and Promotes the Malignant Behaviors of Thyroid Carcinoma Cells."
"1275","32158230","Progression of Thyroid Carcinoma Is Promoted by the m6A Methyltransferase METTL3 Through Regulating m6A Methylation on TCF1."
"1276","32857912","METTL3 potentiates resistance to cisplatin through m6A modification of TFAP2C in seminoma."
"1277","33555197","Tumor-Associated Macrophages Promote Oxaliplatin Resistance via METTL3-Mediated m6A of TRAF5 and Necroptosis in Colorectal Cancer."
"1278","33121495","YTHDF2 mediates the mRNA degradation of the tumor suppressors to induce AKT phosphorylation in N6-methyladenosine-dependent way in prostate cancer."
"1279","30905413","The m6A demethylase FTO promotes the growth of lung cancer cells by regulating the m6A level of USP7 mRNA."
"1280","34047466","Loss of m6A demethylase ALKBH5 promotes post-ischemic angiogenesis via post-transcriptional stabilization of WNT5A."
"1281","34362795","N6-methyladenosine-mediated upregulation of WTAPP1 promotes WTAP translation and Wnt signaling to facilitate pancreatic cancer progression."
"1282","33317545","Musashi-1 promotes cancer stem cell properties of glioblastoma cells via upregulation of YTHDF1."
"1283","30401835","m6A facilitates hippocampus-dependent learning and memory through YTHDF1."
"1284","30787270","m6A methylation controls pluripotency of porcine induced pluripotent stem cells by targeting SOCS3/JAK2/STAT3 pathway in a YTHDF1/YTHDF2-orchestrated manner."
"1285","33726814","Histone lactylation drives oncogenesis by facilitating m6A reader protein YTHDF2 expression in ocular melanoma."
"1286","33829656","KDM5B promotes self-renewal of hepatocellular carcinoma cells through the microRNA-448-mediated YTHDF3/ITGA6 axis."
"1287","33577677","SUMOylation of YTHDF2 promotes mRNA degradation and cancer progression by increasing its binding affinity with m6A-modified mRNAs."
"1288","32615088","METTL3 and N6-Methyladenosine Promote Homologous Recombination-Mediated Repair of DSBs by Modulating DNA-RNA Hybrid Accumulation."
"1289","29249359","R-2HG Exhibits Anti-tumor Activity by Targeting FTO/m6A/MYC/CEBPA Signaling."
"1290","33434505","R-2-hydroxyglutarate attenuates aerobic glycolysis in leukemia by targeting the FTO/m6A/PFKP/LDHB axis."
"1291","32850334","m6A Reader YTHDC2 Promotes Radiotherapy Resistance of Nasopharyngeal Carcinoma via Activating IGF1R/AKT/S6 Signaling Axis."
"1292","31186141","METTL3 promotes experimental osteoarthritis development by regulating inflammatory response and apoptosis in chondrocyte."
"1293","31156435","METTL3/m6A/miRNA-873-5p Attenuated Oxidative Stress and Apoptosis in Colistin-Induced Kidney Injury by Modulating Keap1/Nrf2 Pathway."
"1294","33879631","Circular RNA hsa_circ_0072309 promotes tumorigenesis and invasion by regulating the miR-607/FTO axis in non-small cell lung carcinoma."
"1295","28333151","FTO is required for myogenesis by positively regulating mTOR-PGC-1alpha pathway-mediated mitochondria biogenesis."
"1296","29290617","METTL14 Inhibits Hematopoietic Stem/Progenitor Differentiation and Promotes Leukemogenesis via mRNA m6A Modification."
"1297","34266473","YTHDF2 alleviates cardiac hypertrophy via regulating Myh7 mRNA decay."
"1298","32329191","RNA demethylase ALKBH5 promotes ovarian carcinogenesis in a simulated tumour microenvironment through stimulating NF-kappaB pathway."
"1299","34513313","METTL3-mediated m6A mRNA modification promotes esophageal cancer initiation and progression via Notch signaling pathway."
"1300","32176425","High expression of WTAP leads to poor prognosis of gastric cancer by influencing tumour-associated T lymphocyte infiltration."
